,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year
1,1.15,93106.8,29593.9,26460.78,125.18,36926.94,35874.46,1052.48,0,conventional,2016
2,1.04,113394.91,36799.58,27761.04,129.8,48704.49,47917.82,786.67,0,conventional,2016
3,1.17,105733.4,43234.65,26047.67,160.98,36290.1,35680.66,486.67,122.77,conventional,2016
4,1.31,82819.13,23710.29,23786.95,86.27,35235.62,34948.95,286.67,0,conventional,2016
5,1.33,99233.86,31583.94,25266.97,88.6,42294.35,41990.29,304.06,0,conventional,2016
6,1.41,98075.02,36639.68,25755.75,133.09,35546.5,35306.5,240,0,conventional,2016
7,1.39,104169.98,39065.25,23895.38,156.15,41053.2,40762.52,290.68,0,conventional,2016
8,1.26,105608.34,43905.8,21234.24,183.65,40284.65,39530.35,754.3,0,conventional,2016
9,1.26,107231.19,40459.99,29276.45,171.82,37322.93,35715.71,1607.22,0,conventional,2016
10,1.22,121791.92,42680.86,32596.5,130.07,46384.49,43935.83,2448.66,0,conventional,2016
11,1.23,118935.46,46103.44,34296.85,198.7,38336.47,35482.55,2853.92,0,conventional,2016
12,1.13,133182.18,48667.09,35464.62,183.93,48866.54,45781.78,3084.76,0,conventional,2016
13,1.07,142130.59,50868.03,39269.6,116.89,51876.07,51504.04,372.03,0,conventional,2016
14,1.06,144272.73,57840.6,38597.58,92.7,47741.85,43287.12,4444.73,10,conventional,2016
15,1.02,156833.09,59141.58,38349.72,164.15,59177.64,52831.12,6321.52,25,conventional,2016
16,1.01,162357.83,51973.15,42949.04,107.02,67328.62,64633.66,2359.96,335,conventional,2016
17,1.03,155029.38,48406.18,43349.65,108.8,63164.75,59304.96,1999.79,1860,conventional,2016
18,1.04,147961.26,45315.56,46239.65,64.69,56341.36,52711.37,2759.99,870,conventional,2016
19,1.04,145313.85,42321.57,41576.7,89.14,61326.44,57870.22,3331.22,125,conventional,2016
20,1.04,142168.01,43871.58,45988.71,170.74,52136.98,42151.76,9020.22,965,conventional,2016
21,1.07,143067.18,44288.47,43886.04,92.05,54800.62,49803.99,4396.63,600,conventional,2016
22,1.04,150126.91,45204.04,41843.9,61.47,63017.5,49239.71,9662.79,4115,conventional,2016
23,1.04,144948.27,42725.53,45126.99,138.97,56956.78,49605.1,1761.68,5590,conventional,2016
24,1.01,158961.77,46152.7,54601.35,140.66,58067.06,47150.09,5153.64,5763.33,conventional,2016
25,0.99,164583.69,42474.31,55215.66,153.08,66740.64,59666.75,1708.89,5365,conventional,2016
26,1.02,141407.11,37010.79,52754.51,110.61,51531.2,48166.61,4.59,3360,conventional,2016
27,1,158224.62,38806.24,58287.79,134.48,60996.11,57154.04,32.07,3810,conventional,2016
28,0.99,152148.72,41650.39,52625.39,144.98,57727.96,54131.29,277.23,3319.44,conventional,2016
29,0.96,151372.89,39705.87,56076.83,113.3,55476.89,53294.21,747.68,1435,conventional,2016
30,0.93,162618.02,51556.28,52308.5,199.58,58553.66,56109.34,1204.88,1239.44,conventional,2016
31,0.9,171189.02,55226.51,50049.44,230.36,65682.71,62687.37,1307.56,1687.78,conventional,2016
32,0.94,141716.2,41009.19,55894.53,199.99,44612.49,42432.85,2073.58,106.06,conventional,2016
33,0.87,184595.6,46723.27,76766.69,277.57,60828.07,56454.27,4373.8,0,conventional,2016
34,0.87,178487.59,42590.28,71617.99,715.42,63563.9,61577.35,1986.55,0,conventional,2016
35,0.91,164410.77,42884.03,57628.85,97.8,63800.09,60645.38,3145.62,9.09,conventional,2016
36,0.93,150910,38226.66,59221.75,100.98,53360.61,51084.2,2273.38,3.03,conventional,2016
37,0.93,133381.56,41262.76,31989.81,135.52,59993.47,58125.32,1834.92,33.23,conventional,2016
38,0.97,113028.45,37271.13,32720.2,169.65,42867.47,41615.1,1252.37,0,conventional,2016
39,0.96,139668.9,45215.02,50007.46,72.4,44374.02,43175.63,1198.39,0,conventional,2016
40,0.96,156283.99,52022.38,55818.44,140.42,48302.75,48248.66,54.09,0,conventional,2016
41,0.99,139661.75,37199.87,57106.77,147.59,45207.52,44871.77,335.75,0,conventional,2016
42,0.98,142026.9,49400.9,51284.91,111.04,41230.05,39867.65,1362.4,0,conventional,2016
43,0.99,135623.05,52420.43,48195.34,149.25,34858.03,33709.28,1148.75,0,conventional,2016
44,0.98,115875.65,32921.58,45911.67,102.37,36940.03,33666.7,3273.33,0,conventional,2016
45,0.9,159758.46,47759.39,55674.85,185.96,56138.26,52052.28,4085.98,0,conventional,2016
46,0.91,198011.31,60920.14,79535.27,179.28,57376.62,53859.35,3517.27,0,conventional,2016
47,0.99,121477.84,32756.64,52095.37,135.09,36490.74,34167.03,2323.71,0,conventional,2016
48,0.99,143015.44,47641.16,55634.09,180.99,39559.2,39026.98,162.22,370,conventional,2016
49,0.98,157618.05,64687.72,51993.7,98.71,40837.92,40764.59,0,73.33,conventional,2016
50,0.97,143703.88,55844.25,42998.53,178.13,44682.97,44595.26,17.71,70,conventional,2016
51,0.91,156699.18,59481.98,58348.71,182.56,38685.93,37521.6,31,1133.33,conventional,2016
0,1.07,428247.63,119611.9,263467.16,811.18,44357.39,39136.56,2868.61,2352.22,conventional,2016
1,1.04,384448.27,125324.05,218206.45,887.61,40030.16,32583.06,5207.1,2240,conventional,2016
2,1.03,434567.21,106959.89,275886.64,1253.31,50467.37,43426.13,5504.02,1537.22,conventional,2016
3,1.29,315955.99,110569.37,156812.81,1306.3,47267.51,45560.08,382.43,1325,conventional,2016
4,1.43,279333.62,89558.88,150298.86,1111.91,38363.97,35372.69,716.28,2275,conventional,2016
5,1.53,289773.71,94610.3,151992.19,1201.7,41969.52,41822.75,141.77,5,conventional,2016
6,1.62,277735.11,93242.35,144958.18,1255.02,38279.56,38273.66,5.9,0,conventional,2016
7,1.78,266345.33,93518.61,137695.34,1450.27,33681.11,33675.22,5.89,0,conventional,2016
8,1.79,238699.3,97713.53,118831.23,1177.31,20977.23,20196.46,435.77,345,conventional,2016
9,1.59,253163.64,82312.9,127356.96,1930.47,41563.31,36824,2029.31,2710,conventional,2016
10,1.61,330213.06,102990.47,180666.02,2661.47,43895.1,41539.17,1035.65,1320.28,conventional,2016
11,1.49,370422.62,133617.58,190297.13,4510.14,41997.77,41780.4,206.47,10.9,conventional,2016
12,1.35,381992.7,136133.45,191756.47,4079.46,50023.32,48791.65,0,1231.67,conventional,2016
13,1.34,420076.53,135264.64,230423.89,3263.5,51124.5,46655.82,704.79,3763.89,conventional,2016
14,1.39,407813.86,124962.88,234689.88,3771.58,44389.52,40849.27,1176.91,2363.34,conventional,2016
15,1.34,432472.11,140888.49,229037.12,4350.92,58195.58,57595.58,0,600,conventional,2016
16,1.32,472090.23,153239.51,247684.74,4575.47,66590.51,66372.28,2.95,215.28,conventional,2016
17,1.33,421583.74,150624.23,225695.86,5537.68,39725.97,39589.51,5.9,130.56,conventional,2016
18,1.27,456755.06,181120.39,217955.81,10652.53,47026.33,46759.13,8.87,258.33,conventional,2016
19,1.19,512843.34,154532.23,299818.16,14039.56,44453.39,44453.39,0,0,conventional,2016
20,1.37,453622.9,149607.29,239914.38,13055.76,51045.47,51032.16,13.31,0,conventional,2016
21,1.4,466095.04,140605.4,255278.9,16262.28,53948.46,53547.82,10.36,390.28,conventional,2016
22,1.42,450895.76,123359.06,253984.19,18157.79,55394.72,55394.72,0,0,conventional,2016
23,1.31,471698.22,150251.55,237468.05,16900.69,67077.93,67069.07,8.86,0,conventional,2016
24,1.26,489099.02,164624.96,231260.34,20004.7,73209.02,72950.16,8.86,250,conventional,2016
25,1.24,565017.74,163405.3,303029.74,24533.11,74049.59,74049.59,0,0,conventional,2016
26,1.25,464446.2,147821.55,228939.76,20249.04,67435.85,66812.24,0,623.61,conventional,2016
27,1.2,508036.18,157354.92,276855.96,18508.95,55316.35,54341.35,0,975,conventional,2016
28,1.15,501159.1,158599.19,263137.09,22373,57049.82,56671.26,13.14,365.42,conventional,2016
29,1.17,521408.99,169293.85,269555.77,25618.94,56940.43,56921.44,18.99,0,conventional,2016
30,1.18,489338.25,166777.3,252374.66,18823.94,51362.35,51287.11,4.39,70.85,conventional,2016
31,1.1,488201.43,156352.97,253576.99,20549.75,57721.72,55547.83,0,2173.89,conventional,2016
32,1.17,438309.86,137852.11,224842.97,27155.74,48459.04,48442.97,7.3,8.77,conventional,2016
33,1,569710.14,171748.12,307614.01,19761.74,70586.27,69357.77,5.84,1222.66,conventional,2016
34,1.06,481861.11,158376.45,251468.09,16678.02,55338.55,54906.9,106.65,325,conventional,2016
35,1.01,529817.53,173546.78,281110.03,18901.93,56258.79,55978.23,0,280.56,conventional,2016
36,1.15,448082.46,158323.88,210773.79,21378.51,57606.28,57218.47,61.42,326.39,conventional,2016
37,1.15,459342.82,152169.98,227080.5,22372.96,57719.38,57376.68,20.48,322.22,conventional,2016
38,1.05,488547.76,128563.45,284764.63,21875.92,53343.76,53306.03,37.73,0,conventional,2016
39,1.18,458899.34,129399.89,248862.02,20119.22,60518.21,60509.5,8.71,0,conventional,2016
40,1.18,404736.39,128297.4,203155.49,19762.52,53520.98,53491.92,26.15,2.91,conventional,2016
41,1.14,441333.91,139305.36,227493.9,18205.15,56329.5,56309.19,0,20.31,conventional,2016
42,1.13,443386.65,136469.26,216299.79,19505.98,71111.62,71097.1,5.81,8.71,conventional,2016
43,1.13,439280.11,133683.82,213422.76,21516.31,70657.22,70657.22,0,0,conventional,2016
44,1.09,419479.7,124241.28,219980.44,17229.28,58028.7,58022.88,5.82,0,conventional,2016
45,1.04,447945.8,143312.43,207645.46,17758.15,79229.76,79168.62,17.47,43.67,conventional,2016
46,0.91,796524.48,259382.37,419044.57,34235.86,83861.68,83768.44,55.36,37.88,conventional,2016
47,1.13,434121.25,145374.67,209170.61,19002.36,60573.61,60564.87,5.83,2.91,conventional,2016
48,1.11,409324.93,55327.2,278223.8,18007.03,57766.9,57734.83,32.07,0,conventional,2016
49,1.11,437356.64,105468.97,256283.84,15555.85,60047.98,60045.08,0,2.9,conventional,2016
50,1.08,434238.52,122362.72,229930.15,15444.14,66501.51,66489.91,11.6,0,conventional,2016
51,0.96,512117.98,141161.62,301172.94,16053.59,53729.83,53729.83,0,0,conventional,2016
0,0.89,473730.19,118030.19,191754.65,14438.25,149507.1,125660.66,22080.88,1765.56,conventional,2016
1,0.9,437170.79,106000.4,161104.63,14145.04,155920.72,115858.84,38951.6,1110.28,conventional,2016
2,0.81,505122.6,139066.79,205742.62,14736.56,145576.63,91917.03,53237.93,421.67,conventional,2016
3,0.85,499144.04,214063.09,133318.88,15081.42,136680.65,128681.56,6275.12,1723.97,conventional,2016
4,1.08,392291.47,160595.93,108871.8,12510.47,110313.27,98751.41,10626.32,935.54,conventional,2016
5,1.25,369682.4,135337.58,120005.93,14499.34,99839.55,85261.69,14192.86,385,conventional,2016
6,1.37,353828.79,120524.26,126173.1,18445.16,88686.27,74992.87,13258.4,435,conventional,2016
7,1.68,292299.52,89364.77,128356.68,18569.63,56008.44,46336.06,8804.32,868.06,conventional,2016
8,1.65,270941.97,88975.06,119080.04,14742.36,48144.51,41712.24,6337,95.27,conventional,2016
9,1.32,366026.91,127391.58,119290.35,13215.77,106129.21,91095.15,13109.95,1924.11,conventional,2016
10,1.27,443367.98,133020.51,139616.39,14087.91,156643.17,137002.06,16987.77,2653.34,conventional,2016
11,1.25,473046.6,143507.8,142805.42,15433.41,171299.97,150537.8,20262.17,500,conventional,2016
12,1.09,534801.53,209855.65,131355.15,17065.91,176524.82,159927.44,15812.38,785,conventional,2016
13,1.05,566089.72,217679.82,136015.14,15808.76,196586,182692.61,12821.45,1071.94,conventional,2016
14,1.18,457197.25,147766.51,139189.02,12716.14,157525.58,144313.97,11857.44,1354.17,conventional,2016
15,1.08,498555.72,164685.23,144231.63,12611.44,177027.42,161784.53,15187.89,55,conventional,2016
16,1.06,550756.68,186260.68,164050.31,12126.32,188319.37,177175.95,10942.03,201.39,conventional,2016
17,0.9,620041.46,244514.34,145515.54,14632.5,215379.08,204056.33,10854.69,468.06,conventional,2016
18,0.94,578630.39,227977.89,127819.4,13817.35,209015.75,194536.98,14380.16,98.61,conventional,2016
19,1.19,499056.18,151194.91,164960.87,17324.53,165575.87,149733.92,15841.95,0,conventional,2016
20,1.14,534955.59,164926.18,168655.71,17490.36,183883.34,163646.68,20236.66,0,conventional,2016
21,1.16,522678.71,156893.23,167605.98,18152.4,180027.1,156662.69,23324.41,40,conventional,2016
22,1.18,526657.41,168729.48,168789.85,22671.76,166466.32,147604.25,18132.07,730,conventional,2016
23,1.12,519567.72,169871.43,161029.99,23096.26,165570.04,144223.93,20474.7,871.41,conventional,2016
24,0.98,604082.24,186258.97,204704.57,20782.97,192335.73,171944.56,19129.5,1261.67,conventional,2016
25,1.04,613005.97,182471.65,186674.1,29141.44,214718.78,192454.33,20162.58,2101.87,conventional,2016
26,0.89,595917.64,196595.53,163147.87,28460.28,207713.96,189495.73,17484.47,733.76,conventional,2016
27,0.98,573831.3,182110.33,160231.9,28933.99,202555.08,183995.42,17443.27,1116.39,conventional,2016
28,0.88,596634.56,216162.48,144195.74,26931.15,209345.19,189261.8,19728.39,355,conventional,2016
29,0.83,661159.79,242212.63,171998.98,31852.41,215095.77,175831.59,39014.18,250,conventional,2016
30,0.92,576543.05,183028.56,168419.71,32042.58,193052.2,160356.37,31715.55,980.28,conventional,2016
31,0.78,569349.05,157623.84,205497.08,20406.29,185821.84,154279.25,30337.59,1205,conventional,2016
32,0.86,553706.74,196229.51,169362.37,19467.77,168647.09,133555.36,35091.73,0,conventional,2016
33,0.78,649503.23,210276.04,194613.6,24705.68,219907.91,82058.24,137623.28,226.39,conventional,2016
34,0.68,679213.01,221162.07,221265.53,23602.94,213182.47,57334.52,155614.62,233.33,conventional,2016
35,0.73,623486.79,209423.33,193980.26,22783.03,197300.17,128655.92,68644.25,0,conventional,2016
36,0.8,621350.28,219230.99,155882.34,22416.32,223820.63,199325.34,24495.29,0,conventional,2016
37,0.84,589694.67,190244.17,158653.72,21394.47,219402.31,175064.61,44337.7,0,conventional,2016
38,0.9,527115.47,165482.1,148671.87,25760.64,187200.86,136889.73,50311.13,0,conventional,2016
39,0.8,615580.7,183067.39,162858.06,23076.81,246578.44,180500.59,66077.85,0,conventional,2016
40,0.76,649914.07,159593.34,189449,21444.94,279426.79,228122.01,51304.78,0,conventional,2016
41,0.84,567953.21,151219.73,139500.87,23806.29,253426.32,203378.55,50047.77,0,conventional,2016
42,0.81,627397.71,160581.05,156090.46,22297.72,288428.48,218488.21,69940.27,0,conventional,2016
43,0.8,585693.61,143189.43,144667.93,25138.48,272697.77,201892.8,70804.97,0,conventional,2016
44,0.86,592197.58,165757.19,159025.48,19779.65,247635.26,206855.6,40779.66,0,conventional,2016
45,0.79,595414.77,173874.57,140454.28,22029.85,259056.07,161727.63,97328.44,0,conventional,2016
46,0.61,917660.79,212980.89,302238.82,23694.84,378746.24,292228.73,86517.51,0,conventional,2016
47,0.72,643326.66,174249.75,192217.79,18036.77,258822.35,219631.97,39190.38,0,conventional,2016
48,0.85,564637.66,104831.87,157896.39,21607.39,280302.01,238110.78,42191.23,0,conventional,2016
49,0.79,561712.98,164565.34,190461.21,19123.62,187562.81,141951.66,45611.15,0,conventional,2016
50,0.81,578610.94,155537.61,153030.46,21523.37,248519.5,144796.06,103723.44,0,conventional,2016
51,0.65,719749.77,204145.28,256691.54,22617.47,236295.48,138815.05,97480.43,0,conventional,2016
0,1.18,690027.33,164595.96,462872.97,2525.58,60032.82,52277.99,7459.83,295,conventional,2016
1,1.22,643518.28,173909.85,401462.31,3063.29,65082.83,52370.05,11823.61,889.17,conventional,2016
2,1.29,655428.34,134467.78,447891.73,2861.59,70207.24,58673.9,10578.62,954.72,conventional,2016
3,1.52,542857.36,159831.4,310592.77,2249.75,70183.44,67734.87,1143.85,1304.72,conventional,2016
4,1.75,488378.1,118187.03,297882.68,2393.35,69915.04,67676.02,1584.02,655,conventional,2016
5,1.89,510752.32,120582.11,308963.91,2239.28,78967.02,74502.41,1192.67,3271.94,conventional,2016
6,1.94,506543.8,118820.99,308678.33,3208.3,75836.18,74569.34,976.56,290.28,conventional,2016
7,2.07,492504.81,109080.72,304926.27,3840.19,74657.63,74025.26,103.2,529.17,conventional,2016
8,2.2,477937.8,130025.36,285048.2,3399.09,59465.15,57223.44,269.21,1972.5,conventional,2016
9,1.87,411873.66,133676.77,178795.94,4817.03,94583.92,89533.1,2966.65,2084.17,conventional,2016
10,1.99,590535.06,141221.01,362859.22,7787.57,78667.26,74349.15,3259.5,1058.61,conventional,2016
11,1.82,673082.26,163264.54,409307.88,9771.72,90738.12,89663.48,1055.05,19.59,conventional,2016
12,1.52,731993.57,196085.62,421421.2,10626.67,103860.08,101544.87,1167.15,1148.06,conventional,2016
13,1.43,860546.65,210602.19,549378.28,7878.79,92687.39,89785.42,1571.69,1330.28,conventional,2016
14,1.5,813575.88,173635.07,549722.44,9254.46,80963.91,75829.93,3098.42,2035.56,conventional,2016
15,1.43,862732.45,222298.01,533967.64,11292.83,95173.97,94338.95,691.96,143.06,conventional,2016
16,1.47,850104.12,203090.38,552428.86,10836.96,83747.92,82334.2,962.33,451.39,conventional,2016
17,1.38,812410.86,258578.88,469333.14,13522.19,70976.65,68675.23,990.31,1311.11,conventional,2016
18,1.28,825338.15,311234.33,415962.15,24855.18,73286.49,70853.19,856.91,1576.39,conventional,2016
19,1.03,1114834.28,266260.92,757100.85,31009.27,60463.24,58400.39,900.35,1162.5,conventional,2016
20,1.49,753570.45,189861.8,463372.96,28987.5,71348.19,70181.66,869.31,297.22,conventional,2016
21,1.52,814505.22,185496.96,513372.1,42846.42,72789.74,71153.86,948.38,687.5,conventional,2016
22,1.54,817357.28,158290.86,527450.53,56349.57,75266.32,72853.77,1013.94,1398.61,conventional,2016
23,1.46,804071.94,200748.22,481290.68,43042.94,78990.1,77461.44,106.44,1422.22,conventional,2016
24,1.4,842731.76,249271.4,458731.12,43916.46,90812.78,88916.37,689.47,1206.94,conventional,2016
25,1.41,891917.15,202576.49,546096.5,54358.08,88886.08,86921.08,945.56,1019.44,conventional,2016
26,1.5,749554.87,194824.52,411086.22,55056,88588.13,86438.13,1044.44,1105.56,conventional,2016
27,1.44,800921.02,210315.55,459979.37,43427.34,87198.76,85053.17,1080.31,1065.28,conventional,2016
28,1.45,770382.05,228294.75,418903.64,48922.15,74261.51,72937.16,1021.83,302.52,conventional,2016
29,1.35,899154.46,278152.57,481323.79,53447.03,86231.07,85119.34,697.78,413.95,conventional,2016
30,1.34,891069.03,304281.47,462079.65,52673.73,72034.18,70154.87,676.56,1202.75,conventional,2016
31,1.31,817923.28,247488.87,416811.55,70753.98,82868.88,80974.56,945.43,948.89,conventional,2016
32,1.37,772064.79,201205.64,438490.13,61090.32,71278.7,69780.99,1042.15,455.56,conventional,2016
33,1.06,961334.65,259594.33,569011.84,49424.67,83303.81,80879.28,885.92,1538.61,conventional,2016
34,0.99,1001227.21,355140.93,534187.25,39101.1,72797.93,71485.43,898.61,413.89,conventional,2016
35,1,1017425.89,313239.31,570669.6,55668.13,77848.85,76195.48,883.93,769.44,conventional,2016
36,1.39,786422.89,209130.77,415099.08,76966.69,85226.35,83707.21,901.08,618.06,conventional,2016
37,1.38,765652.36,216993.87,399403.75,61241.91,88012.83,85683.08,894.49,1435.26,conventional,2016
38,1.12,849739.84,166177.24,546227.92,54166.57,83168.11,82300.09,842.81,25.21,conventional,2016
39,1.47,716020.43,167887.53,409135.78,46243.39,92753.73,91907.38,830.59,15.76,conventional,2016
40,1.4,739577.85,193704.13,416863.96,46189.84,82819.92,81984.18,820,15.74,conventional,2016
41,1.41,714002.3,192002.8,383557.6,52459.24,85982.66,85202.82,726.43,53.41,conventional,2016
42,1.29,817240.38,217965.57,441193.39,62391.95,95689.47,94788.57,797.45,103.45,conventional,2016
43,1.29,824092.61,238542.45,445285.06,39537.9,100727.2,99966,745.56,15.64,conventional,2016
44,1.15,799826.02,178438.97,509199.72,41240.25,70947.08,70255.21,663.8,28.07,conventional,2016
45,1.34,696959.32,200199.01,357790.26,39859.46,99110.59,98394.37,688.22,28,conventional,2016
46,0.89,1355047.15,333064.46,858526.37,72545.79,90910.53,90251.06,619.09,40.38,conventional,2016
47,1.27,805039.06,236160.56,431120.43,57834.69,79923.38,79401.44,382.4,139.54,conventional,2016
48,1.05,844417.47,115036.6,621996.45,41235.01,66149.41,65970.6,166.4,12.41,conventional,2016
49,1.24,732860.83,141712.96,474840.29,36599.56,79708.02,79192.95,508.86,6.21,conventional,2016
50,1.21,765839.95,144506.94,487614.57,41093.96,92624.48,92023.17,601.31,0,conventional,2016
51,0.93,918798.74,204501.46,593429.62,32339.95,88527.71,88155.48,372.23,0,conventional,2016
0,1.17,475143.56,64749.6,143841.64,205.26,266347.06,265938.42,156.02,252.62,conventional,2016
1,1.09,459322.74,67730.61,132123.37,254.31,259214.45,258720.25,215.6,278.6,conventional,2016
2,0.88,809403.75,69913.65,207213.83,401.33,531874.94,529839.56,416.21,1619.17,conventional,2016
3,1.23,531803.4,75095.01,131322.74,196.84,325188.81,324725.56,191.83,271.42,conventional,2016
4,1.45,383268.86,44831.05,120317.61,388.68,217731.52,217343.07,182.8,205.65,conventional,2016
5,1.41,447760.4,56982.28,128919.02,270.62,261588.48,260780.1,648.16,160.22,conventional,2016
6,1.43,472868.46,61375.16,152069.42,317.93,259105.95,257996.24,284.07,825.64,conventional,2016
7,1.43,446970.37,58648.4,130208.79,528.77,257584.41,256977.65,241.61,365.15,conventional,2016
8,1.42,368056.21,52130.99,108922.37,1018.01,205984.84,205195.57,334.46,454.81,conventional,2016
9,1.12,619599.06,69252.3,212504.79,483.3,337358.67,335967.69,319.79,1071.19,conventional,2016
10,1.2,618367.26,94032.78,146878.16,452.03,377004.29,369370.77,7512.55,120.97,conventional,2016
11,1.23,556874.5,74612.15,138352.51,2177.05,341732.79,309380.23,31923.27,429.29,conventional,2016
12,0.89,917139.67,73071.87,190566.13,3182.66,650319.01,361894.56,287932.44,492.01,conventional,2016
13,1.03,655426.45,101292.91,130310.43,3243.02,420580.09,304494.27,115510.78,575.04,conventional,2016
14,1.03,586212.19,121884.72,150306.52,2273.45,311747.5,264786.31,46367.39,593.8,conventional,2016
15,1,644049.31,154068.23,167761.1,2713.1,319506.88,319298.96,135.14,72.78,conventional,2016
16,1.13,563852.38,132309,141811.18,2493.01,287239.19,286871.24,129.11,238.84,conventional,2016
17,1.08,592604.21,114777.38,174074.05,2493.89,301258.89,300809.11,141.03,308.75,conventional,2016
18,1.11,605652.82,111362.57,140739.28,2503.09,351047.88,350689.25,135.1,223.53,conventional,2016
19,1.14,591638.12,103908.49,158811.63,2368.4,326549.6,326095.86,88.97,364.77,conventional,2016
20,1.11,619209.25,101060.89,192576.48,2583.85,322988.03,322390.13,143.28,454.62,conventional,2016
21,1.12,595856.48,93422.28,157723.11,2598.83,342112.26,341834.97,241.87,35.42,conventional,2016
22,1.1,581023.47,85459.65,163758.14,1555.09,330250.59,329976.05,114.66,159.88,conventional,2016
23,1.03,639853.23,94220.24,165714,1624.49,378294.5,378187.17,78.06,29.27,conventional,2016
24,1.11,628610.41,103864.49,163811.75,6528.3,354405.87,354205.83,146.27,53.77,conventional,2016
25,1.1,663580.48,101636.27,179739.71,10770.71,371433.79,371093.38,225.23,115.18,conventional,2016
26,1.03,638550.37,91565.19,174576.32,12225.64,360183.22,359260.77,313.9,608.55,conventional,2016
27,0.97,677710.31,101860.03,193696.31,11487.83,370666.14,369495.52,305.75,864.87,conventional,2016
28,1.01,666340.59,108550.27,178700.42,12433.23,366656.67,365830.13,512.07,314.47,conventional,2016
29,0.86,866343.38,97146.75,262684.03,13268.56,493244.04,478959.58,13577.66,706.8,conventional,2016
30,0.87,771235.53,92529.88,210394.57,10676.49,457634.59,443121.96,14344.74,167.89,conventional,2016
31,0.87,726064.91,92633.9,212729.2,10453.62,410248.19,324711.11,85148.99,388.09,conventional,2016
32,0.83,844349.33,87749.32,218295.82,12759.69,525544.5,523711.87,1383.28,449.35,conventional,2016
33,0.82,1007800.54,88762.21,334254.33,11093.78,573690.22,552847.39,19202.66,1640.17,conventional,2016
34,0.82,858037.45,91136.13,271005.05,11463.75,484432.52,458041.08,25900.73,490.71,conventional,2016
35,0.88,752138.28,86998.66,222808.84,12051.07,430279.71,429116.57,197.83,965.31,conventional,2016
36,0.84,862450.87,76011.2,252920.78,10371.62,523147.27,511071.78,11419.5,655.99,conventional,2016
37,0.93,728447.49,125383.51,228654.14,9317.8,365092.04,363375.18,150.02,1566.84,conventional,2016
38,0.86,793187.83,111241.96,191068.36,9773.45,481104.06,480649.01,107.33,347.72,conventional,2016
39,0.85,781581.62,91025.18,192539.97,10623.82,487392.65,486972.2,87.14,333.31,conventional,2016
40,1.02,596110.62,76059.35,193206.73,9181.87,317662.67,317318.4,61.11,283.16,conventional,2016
41,0.94,712808.08,71766.68,189254.12,10517.64,441269.64,440777.16,139.46,353.02,conventional,2016
42,0.88,782395.12,101164.1,203599.2,8332.9,469298.92,468419,515.93,363.99,conventional,2016
43,0.91,737516.16,96852.95,180912.17,7587.39,452163.65,451747.01,116.59,300.05,conventional,2016
44,0.86,755726.36,56523.09,215390.45,8476.06,475336.76,474543.29,391.17,402.3,conventional,2016
45,0.98,593651.59,105339.16,152777.85,8215.67,327318.91,326841,284.73,193.18,conventional,2016
46,0.75,1040955.47,110675.58,347695.79,6322.02,576262.08,573866.81,1573.35,821.92,conventional,2016
47,0.98,666670.45,75852.78,190462.67,8910.2,391444.8,390708.62,174.35,561.83,conventional,2016
48,0.92,726078.64,100315.41,253246.5,7343.76,365172.97,363400.35,1682.71,89.91,conventional,2016
49,0.94,788935.31,155213.14,203618.21,8794.85,421309.11,418854.59,2393.53,60.99,conventional,2016
50,0.86,831911.78,177583.68,272041.11,7552.84,374734.15,374204.91,173.51,355.73,conventional,2016
51,0.89,814295.85,179151.58,290450.07,16134.86,328559.34,327227.91,419.77,911.66,conventional,2016
0,1.02,308342.51,121219.4,62511.84,2501.78,122109.49,72546.57,49562.92,0,conventional,2016
1,1.07,269690.96,103487.49,56975.33,2551.31,106676.83,62581.88,44094.95,0,conventional,2016
2,1.2,243555.26,106629.29,42052.22,2563.93,92309.82,60969.76,31340.06,0,conventional,2016
3,1.09,304040.1,122448.61,64899.79,3039.45,113652.25,56900.14,56728.78,23.33,conventional,2016
4,1.33,229072.3,90090.62,40561.32,2813.23,95607.13,65375.36,30153.44,78.33,conventional,2016
5,1.34,246915.39,105060.77,37789.02,4949.78,99115.82,65248.27,33444.22,423.33,conventional,2016
6,1.41,255288.43,127839.06,40770.91,8259.59,78418.87,42376.82,35957.05,85,conventional,2016
7,1.5,222378.08,97077.73,42624.62,9363.75,73311.98,39593.75,33718.23,0,conventional,2016
8,1.43,227993.9,99127.2,45338.87,9096.43,74431.4,40257.91,34173.49,0,conventional,2016
9,1.4,260446.46,128648.8,52740.63,6749.46,72307.57,42484.87,29822.7,0,conventional,2016
10,1.3,281240.11,117958.34,64027.95,6111.89,93141.93,49717.85,43424.08,0,conventional,2016
11,1.32,262764.71,109192.13,56453.75,4235.9,92882.93,57335.43,35547.5,0,conventional,2016
12,1.3,301001.94,128824.7,66171.5,7203.61,98802.13,63691.6,34973.03,137.5,conventional,2016
13,1.25,327724.02,148997.66,68555.28,6099.85,104071.23,73929.02,30142.21,0,conventional,2016
14,1.12,331549.04,153616.97,62717.83,5940.65,109273.59,75354.15,33919.44,0,conventional,2016
15,1.08,341887.56,156750.7,59265.51,6695.14,119176.21,94007.45,25095.15,73.61,conventional,2016
16,1.03,419927.05,228635.99,60398.43,8324.56,122568.07,89224.3,33338.77,5,conventional,2016
